,Unnamed: 0,title,is_popular
3659,3660,Archery teacher aims at increasing diversity in sport,0
1656,1657,New school to replace fire-damaged Woodmill High in Dunfermline,0
1036,1037,Celebrities donât speak up as they fear reprisals from govt: Gul PanagâThis is a government that rules by fearâ,1
1703,1704,Passenger Steps in to Fly Plane After easyJet Begs Him to Help Out,0
503,504,In briefFarmer kills himself after returning from Delhi protest site,0
320,321,"CAG: Punjab shying away from spending on health, education",1
3457,3458,"How to turn a PS4 on or off, or put it into Rest Mode, using the controller or system",0
2174,2175,PNC created an internal startup to run a mobile bank account for gig economy workers (PNC),0
1311,1312,"Rafael Nadal won an epic 3-set US Open match, but Diego Schwartzman won the point of the tournament",0
954,955,High Court notice to Haryana over Nodeep confinement,1
4435,4436,Parents Paid to Open College Doors. Now Theyâre Spending to Limit Prison Time.,1
2357,2358,Vintage plane crashes at Hartford's Bradley Airport,1
4162,4163,"$32 billion Atlassian just made sweeping updates to its cloud products, as it changes with the times: 'We strongly believe cloud is our future' (TEAM)",0
2146,2147,High temperatures and rainfall in August linked to global warming,0
4765,4766,Gold toilet stolen in Blenheim Palace burglary,1
40,41,Cricket trials tomorrow,0
1832,1833,A Wall Street strategist has doubled down on his warning that the 'biggest bubble in history' will burst. Here are the 12 stocks he says investors should buy to weather the storm.,1
4360,4361,Dana Bash: This is why what Trump said was so stunning - CNN Video,1
3188,3189,FBI will monitor violent online threats in light of 'Joker' premiere,1
2161,2162,MP demands Johnson apologize for âracistâ comments about Muslim women,0
454,455,"3 peddlers nabbed with 755-gm heroin, pistols",0
4288,4289,Almost 100 dogs had nowhere to go during Hurricane Dorian. A woman in Nassau took all of them in herself,0
722,723,"Pakistani  smuggler shot near Indo-Pak border in Punjab; 22 kg heroin, 2 AK-47 rifles seized",1
4184,4185,"King: If you haven't read complaint by now, get another job - CNN Video",1
2155,2156,Keith Barry tries to conjure up a sense of atmosphere,0
2795,2796,A FedEx pilot was held in Chinese custody for a week in the latest dustup amid Trump's trade war (FDX),1
3362,3363,"As Hurricane Dorian Hammers Bahamas, Potential Tropical Cyclone Seven to Threaten Gulf Coast As Tropical Storm",0
3100,3101,"In Coal Country, the Mines Shut Down, the Women Went to Work and the World Quietly Changed",1
4441,4442,Spider-Man will stay in the Marvel Cinematic Universe,1
2436,2437,"Democrats to seek White House records, warn against obstructing impeachment probe",1
681,682,"US, Canada hail Taiwan's 'freedom pineapples' after Chinese banChina last week stopped the import of Taiwanese pineapples, citing ""harmful creatures"" it said could come with the fruit",1
1100,1101,Environment210 million trees planted in Beijing in 40 years,0
3028,3029,"British people donât want more âdither and delayâ, says Boris Johnson",1
702,703,International Women's DayNASA Mars scientists spur girls to 'reach for the stars',0
1825,1826,Apple and Google push to transform video game industry,1
1397,1398,Vets fear anti-vax pet owners are putting their animals' health at risk,0
4670,4671,Iraq imposes curfews and internet restrictions as protests intensify,1
1112,1113,"Construction of Amritsar-Jamnagar Expressway to start from AprilSitharaman also announced plans for augmenting road infrastructure in Tamil Nadu, Kerala, West Bengal and Assam",1
652,653,"Man shoots son at Tarn Taran villageVictim was alcoholic, suspect at large",1
4157,4158,Florida Man Buys 100 Generators to Donate to Hurricane-Ravaged Bahamas,0
4176,4177,"Trump publicly asks China to investigate Biden, even amid impeachment inquiry",1
1110,1111,"SC notice to Centre on plea raising issue of exclusion of female candidates from joining NDAA bench headed by Chief Justice S A Bobde issued notices to the Centre, the Union Public Service Commission (UPSC)",0
4374,4375,âWhen will it stop?â Priest urges end to Drogheda feud at funeral,1
3838,3839,"Microsoft bets on foldable, not bendable, devices",1
4251,4252,Cleaner âsnappedâ and slapped girl (11) after drink poured on his wife,1
529,530,"Govt fails to clear pending dues, concession of free travel for women, college students, may put PRTC in tight spotThe average daily income of PRTC is estimated around Rs 1.25 crore",1
2967,2968,"Kuwait says it's probing drone sighting, working with Riyadh",1
3578,3579,Her Story Made History: Michelle Bachelet,0
1388,1389,Trump asked about shooting migrants crossing border in the legs: Sources,1
413,414,"Unemployment high in India due to govtâs âill-considered demonetisation decisionâ: Manmohan SinghThe summit was organised to launch a Vision Document, a framework of ideas for development of Kerala well in advance of the state elections",1
937,938,"LSTV, RSTV merger begins to create SANSAD TV, CEO appointed'Integration of two channels will lead to substantial savings and improved efficiency with pooling of resources and synchronisation of assets'",1
1184,1185,The sister of NBA star Kawhi Leonard has reportedly been charged with the murder of an 84-year-old woman,1
3053,3054,School in which murdered teacher Clodagh Hawe worked names hall in her honour,1
3482,3483,Israeli PM convenes Cabinet in West Bank ahead of election,1
3119,3120,Two Police Officers Accused of Putting On Disguises and Vandalizing Cars Owned by Man Who Filed Complaint Against Them,0
1860,1861,"Kamala Harris Urges Americans to Reduce Red Meat to Help Save the Earth, Despite Saying 'I Love Cheeseburgers'",0
4277,4278,Pound sinks to three-year low as election threat adds to Brexit jeopardy,0
711,712,Delhi violence accused Lakha Sidhana addresses rally in Bathinda; leaves on motorbikeSidhana earlier had given a call on social media for the rally,1
4090,4091,British PM Johnson's brother quits as lawmaker over Brexit,0
2715,2716,"Ahead of debate, Beto OâRourke returns to Texas doubling down on gun control",1
3558,3559,Jim Axelrod,1
4422,4423,Coastal flooding a âcertaintyâ when Storm Lorenzo makes landfall on Thursday,1
1945,1946,"Amazon Renewed sells refurbished, pre-owned, and open-box products that look and work like new â here are 13 standout deals for college students",0
564,565,"Power defaulters owe discoms Rs 6,800 crore",0
2531,2532,Convicted hacker called to testify to grand jury in Virginia,0
3996,3997,California governor plans to veto environmental rules bill,1
746,747,"Kunal Kamra, family test positive for COVID-19While the comedian is home quarantined, his parents have been admitted to a hospital here.",0
4684,4685,PlÃ¡cido Domingo disputes new allegations of sexual misconduct,0
655,656,67 new Covid cases in ChandigarhNumber of active cases rises from 430 on Monday to 472 on Tuesday,1
3849,3850,The best classic New York City restaurants,0
323,324,Abohar MC bans sale of drinks in plastic bottles,0
3086,3087,Man pleads guilty for trying to access Trump's tax returns,1
2875,2876,Republican senators echoed Biden in urging Ukrainian president to reform prosecutor general's office,1
1137,1138,15-year-old among 7 fall prey to virus in Hoshiarpur district,0
2647,2648,Erdogan: Turkey could open the gates of Europe to refugees,0
425,426,Mentor MinutesI want to pursue courses in animal-assisted therapyCareer coach Sanjay Arora replies to readers' queries,0
2752,2753,Women's Super League 2019-20 predictions: BBC pundits pick top four,0
4222,4223,Several more women accuse Placido Domingo of sexual harassment,0
1947,1948,U.S. wins backing for tariffs on Europe in Airbus clash,1
4183,4184,Liverpool's European kings honored in FIFPro World XI shortlist,0
2955,2956,'Fox & Friends' hosts defend Trump diverting $3.6 billion for military projects to pay for the border wall,0
2507,2508,Nintendo wants to make exercise fun again with this successor to Wii Fit on the Switch (NTDOY),1
600,601,No CAA if elected to power: Manmohan to Assam voters,0
1798,1799,Vets fear anti-vax pet owners are putting their animals' health at risk,0
2466,2467,NCLT approves JSW Steel's takeover of bankrupt Bhushan Power,0
4136,4137,'Fortnite' Dance Behind DJ Booth At Dance Club With YOND3R Outfit Location,0
4313,4314,Porsche Taycan finally revealed ahead of big show debut,0
1038,1039,A third of COVID survivors suffer neurological or mental disorders: StudyDisorders significantly more common in COVID-19 patients than in comparison groups of people who recovered from flu or other respiratory infections over the same time period,0
783,784,2 minute readThis low-cost portable machine grabs plastic bags,0
1268,1269,Facebook launches dating service in United States,0
4674,4675,"They posed in blackface and bullied African-American classmates. The school district failed to act, parents say",0
3672,3673,Bob Igerâs Next Move,1
4081,4082,Meteorologist weighs in on climate change and extreme weather,1
121,122,"Acceptance for free, safe COVID-19 vaccine high among Indian womenIt was lowest in Russia, the US, and Australia, the researchers found",1
778,779,"Restoration of statehood, Assembly polls in J&K our priority: JKAP chief BukhariSays each individual in UT wants restoration of statehood",0
984,985,Neha Kakkar reveals she used to have anxiety because of bodily issuesNeha made the revelation after the performance of Indian Idol 12 contestant Anushka Banerjee,1
3526,3527,Spain manager Robert Moreno would 'step aside' for Luis Enrique,0
3930,3931,"In Bahamas, Stories of Survival From Hurricane Dorian",0
745,746,"India, France and Australia to hold trilateral talksFocus on exploring practical cooperation in crucial areas",0
3353,3354,"NFL Thursday Night Football Schedule: Where to watch Green Bay Packers vs. Chicago Bears, TV Channel, Live Stream, Odds",0
2769,2770,Office provider The Executive Center pauses sale amid Hong Kong protests: source,1
1764,1765,"Airbnb just announced it expects to go public in 2020. Meet CEO Brian Chesky, who cofounded the company in 2008 to help pay his San Francisco apartment's rent and is now worth $4.2 billion.",1
3586,3587,White Supremacist Accused of Interference With Charlottesville Election,1
2749,2750,"Microsoft bets on foldable, not bendable, devices",1
1171,1172,OPEN HOUSEThe system is neither effective nor helpful for peopleMost readers are of the  view that it  provides only assurances not solutions,0
2606,2607,A brief history of how Trump came up with the false claim that Hurricane Dorian could hit Alabama,1
1425,1426,7 Photos that Will Make You Want to Visit Mickeyâs Not-So-Scary Halloween Party Now,0
176,177,"Himachal civic pollsVoting for 4 municipal corporations under way in Himachal40 pc polling in Dharamshala till 2 pm, 49 pc in Palampur",0
2701,2702,University of Tennessee sells shirt designed by bullied kid,1
2542,2543,McHugh says use of reduced timetables for vulnerable pupils is âunacceptableâ,0
82,83,"Man shoots son at Tarn Taran villageVictim was alcoholic, suspect at large",1
805,806,"Hearing in defamation case against Rahul Gandhi on May 15RSS functionary Rajesh Kunte filed the case against Gandhi in 2014 after watching his speech in Thane's Bhiwandi township, where the Congress leader had alleged that the RSS was behind the killing of Mahatma Gandhi",0
2900,2901,NTSB says Autopilot engaged in 2018 California Tesla crash,0
2094,2095,"Team USA wins by 53, next faces Giannis, Greece",1
1878,1879,How the Microsoft Antitrust Case Paved the Way for Big Tech,0
141,142,"Bengaluru start-up launches battery for EV that can be charged in less than 15 minutes'It also lasts for 15-plus years, thus significantly lowering battery cost/km'",1
2000,2001,Review: A captivating new novel about word-obsessed twins,0
2455,2456,Hurricane Dorian has weakened to a Category 2 storm with maximum sustained winds near 110 mph (175 kph).,0
1318,1319,Focus Ireland reports assisting record numbers in 2018,0
1058,1059,"Sanyukt Kisan Morcha writes to President, demands end to ârepressionâ",1
